year,location,location_lat,location_lng,name,location_english
2003-01-01,陕西,35.86002626132277,109.50378929072508,"李明远,方红卫,王建军,陆治原,魏增军,岳亮,陈国强,李春临,任军号,赵乐秦,王东峰,景俊海,王莉霞,于绍良",Shaanxi
2004-01-01,陕西,35.86002626132277,109.50378929072508,"李明远,方红卫,上官吉庆,王建军,陆治原,魏增军,岳亮,陈国强,李春临,任军号,赵乐秦,景俊海,王莉霞,于绍良,信长星",Shaanxi
2005-01-01,陕西,35.86002626132277,109.50378929072508,"李明远,方红卫,王建军,魏增军,岳亮,卫华,陈国强,李春临,任军号,赵乐秦,景俊海,王莉霞,于绍良",Shaanxi
2006-01-01,陕西,35.86002626132277,109.50378929072508,"李希,李明远,方红卫,王建军,魏增军,岳亮,卫华,赵俊民,陈国强,李春临,任军号,赵乐秦,景俊海,王莉霞,于绍良,李希",Shaanxi
2007-01-01,陕西,35.86002626132277,109.50378929072508,"赵乐际,李希,李明远,方红卫,王建军,魏增军,岳亮,卫华,赵俊民,李春临,任军号,赵乐秦,景俊海,王莉霞,于绍良,李希,李锦斌",Shaanxi
2008-01-01,陕西,35.86002626132277,109.50378929072508,"赵乐际,李希,李明远,方红卫,王建军,魏增军,岳亮,卫华,赵俊民,李春临,任军号,景俊海,王莉霞,于绍良,李希,李锦斌",Shaanxi
2009-01-01,陕西,35.86002626132277,109.50378929072508,"赵乐际,李希,李明远,方红卫,魏增军,岳亮,赵俊民,陈国强,李春临,任军号,景俊海,王莉霞,于绍良,李希,李锦斌",Shaanxi
2010-01-01,陕西,35.86002626132277,109.50378929072508,"赵乐际,李希,李明远,方红卫,王建军,魏增军,岳亮,赵俊民,陈国强,李春临,任军号,景俊海,王莉霞,于绍良,娄勤俭,李希,李锦斌",Shaanxi
2011-01-01,陕西,35.86002626132277,109.50378929072508,"赵乐际,李明远,方红卫,魏增军,岳亮,郭青,赵俊民,陈国强,李春临,陈俊,任军号,景俊海,江泽林,王莉霞,于绍良,娄勤俭,李锦斌",Shaanxi
2012-01-01,陕西,35.86002626132277,109.50378929072508,"李明远,杨长亚,方红卫,魏增军,岳亮,郭青,赵俊民,陈国强,李春临,任军号,景俊海,江泽林,王莉霞,于绍良,娄勤俭,李锦斌",Shaanxi
2013-01-01,陕西,35.86002626132277,109.50378929072508,"李明远,杨长亚,方红卫,魏增军,庄长兴,岳亮,郭青,陈国强,任军号,景俊海,江泽林,王莉霞,于绍良,娄勤俭,毛万春",Shaanxi
2014-01-01,陕西,35.86002626132277,109.50378929072508,"魏增军,庄长兴,岳亮,郭青,杜航伟,陈国强,任军号,景俊海,江泽林,王莉霞,于绍良,娄勤俭,毛万春",Shaanxi
2015-01-01,陕西,35.86002626132277,109.50378929072508,"姜锋,徐新荣,魏增军,庄长兴,岳亮,郭青,杜航伟,梁桂,陈国强,胡和平,任军号,王莉霞,于绍良,娄勤俭,毛万春",Shaanxi
2016-01-01,陕西,35.86002626132277,109.50378929072508,"姜锋,魏增军,庄长兴,郭青,杜航伟,梁桂,陈国强,胡和平,张广智,韩勇,任军号,娄勤俭,毛万春",Shaanxi
2017-01-01,陕西,35.86002626132277,109.50378929072508,"姜锋,魏增军,钱引安,李毅,庄长兴,郭青,杜航伟,梁桂,陈国强,贺荣,胡和平,胡明朗,毛万春",Shaanxi
2018-01-01,陕西,35.86002626132277,109.50378929072508,"姜锋,陆治原,魏增军,郭青,杜航伟,梁桂,陈国强,刘国中,贺荣,胡和平,胡明朗,王兴宁",Shaanxi
1972-01-01,北京,39.929985778080244,116.39564503787868,杨洁篪,Beijing
1973-01-01,北京,39.929985778080244,116.39564503787868,"刘鹤,王宁",Beijing
1974-01-01,北京,39.929985778080244,116.39564503787868,"刘鹤,王晨,王宁",Beijing
1975-01-01,北京,39.929985778080244,116.39564503787868,"习近平,刘鹤,王晨,杨洁篪,陈希,苏辉,王宁",Beijing
1976-01-01,北京,39.929985778080244,116.39564503787868,"习近平,刘鹤,尤权,刘新成,王晨,肖捷,杨洁篪,陈希,苏辉,王小东,王宁",Beijing
1977-01-01,北京,39.929985778080244,116.39564503787868,"习近平,赵乐际,刘鹤,尤权,刘新成,王晨,王毅,王勇,肖捷,杨洁篪,陈希,苏辉,王小东,柯尊平,王宁",Beijing
1978-01-01,北京,39.929985778080244,116.39564503787868,"习近平,赵乐际,刘鹤,尤权,刘新成,杨振武,王晨,王毅,李克强,杨传堂,王勇,肖捷,杨洁篪,陈希,苏辉,马飚,咸辉,石泰峰,姜志刚,王小东,王可,徐建培,许勤,柯尊平,景俊海,孙金龙,何报翔,戴源,娄勤俭,崔述强,王宁,王路,陈求发",Beijing
1979-01-01,北京,39.929985778080244,116.39564503787868,"习近平,赵乐际,刘鹤,尤权,刘新成,杨振武,王晨,王毅,王岐山,李克强,汪洋,杨传堂,张庆黎,魏凤和,胡春华,王勇,肖捷,杨洁篪,郭声琨,苏辉,马飚,咸辉,石泰峰,姜志刚,王小东,彭清华,王可,范晓莉,徐建培,许勤,柯尊平,王雁飞,景俊海,孙金龙,吴仰东,林铎,孙伟,傅奎,何报翔,戴源,娄勤俭,崔述强,王宁,于伟国,王路,陈求发",Beijing
1980-01-01,北京,39.929985778080244,116.39564503787868,"习近平,刘鹤,尤权,刘新成,杨振武,王晨,王毅,王岐山,张春贤,李克强,杨传堂,张庆黎,魏凤和,胡春华,王勇,肖捷,杨洁篪,郭声琨,苏辉,马飚,咸辉,石泰峰,白尚成,姜志刚,李延强,王小东,彭清华,王可,范晓莉,徐建培,许勤,张古江,柯尊平,王雁飞,景俊海,孙金龙,吴仰东,林铎,孙伟,陈青,布小林,陈勇,傅奎,何报翔,乌兰,谢伏瞻,王赋,戴源,娄勤俭,张复明,崔述强,王宁,何文浩,于伟国,王路,陈求发",Beijing
1981-01-01,北京,39.929985778080244,116.39564503787868,"习近平,刘鹤,尤权,刘新成,杨振武,王晨,王毅,王岐山,张春贤,李克强,杨传堂,张庆黎,魏凤和,胡春华,王勇,肖捷,杨洁篪,郭声琨,苏辉,马飚,董保同,咸辉,石泰峰,白尚成,姜志刚,李延强,王小东,彭清华,王可,范晓莉,夏延军,徐建培,许勤,张古江,柯尊平,王雁飞,邓勇,刘成鸣,景俊海,刘金波,王晓萍,孙金龙,唐德智,吴仰东,林铎,孙伟,布小林,肖毅,郭安,梁伟年,蒋超良,陈勇,傅奎,何报翔,乌兰,谢伏瞻,张轩,王赋,陈敏尔,戴源,王燕文,娄勤俭,张复明,崔述强,王宁,隋振江,何文浩,于伟国,王路,刘惠,陈求发",Beijing
1982-01-01,北京,39.929985778080244,116.39564503787868,"刘鹤,尤权,刘新成,杨振武,王晨,王毅,王岐山,张春贤,李克强,杨传堂,张庆黎,张 军,魏凤和,胡春华,郑建邦,王勇,肖捷,杨洁篪,陈希,郭声琨,苏辉,杨长亚,董保同,陈坚,石泰峰,白尚成,许传智,姜志刚,李延强,王小东,彭清华,范晓莉,王会勇,夏延军,徐建培,许勤,张古江,柯尊平,王雁飞,邓勇,刘成鸣,景俊海,刘金波,江泽林,王晓萍,张庆伟,张效廉,祖木热提·吾布力,罗东川,夏红民,唐德智,陈晏,吴仰东,林铎,孙伟,布小林,鹿心社,吴忠琼,马承祖,肖毅,郭安,梁伟年,蒋超良,马旭明,陈勇,崔洪刚,傅奎,陈文浩,乌兰,张玉卓,王登喜,谢伏瞻,张轩,王赋,张鸣,戴源,王燕文,娄勤俭,马秋林,张复明,张吉福,崔述强,王宁,隋振江,焦兰生,邹铭,陈良贤,张晓容,何文浩,崔玉英,于伟国,毛超峰,王路,刘惠,陈求发,孟庆海",Beijing
1983-01-01,北京,39.929985778080244,116.39564503787868,"刘鹤,尤权,刘新成,杨振武,王晨,王毅,王岐山,张春贤,李克强,杨传堂,张庆黎,张 军,魏凤和,郑建邦,王勇,肖捷,陈希,郭声琨,苏辉,杨长亚,董保同,陈坚,石泰峰,白尚成,许传智,姜志刚,李延强,彭清华,范晓莉,丁向群,费志荣,李彬,王会勇,夏延军,聂瑞平,徐建培,许勤,张古江,梁田庚,柯尊平,王雁飞,邓勇,刘成鸣,刘强,宋朝华,李建勤,景俊海,刘金波,江泽林,王晓萍,张庆伟,王常松,张效廉,陈海波,祖木热提·吾布力,孙金龙,罗东川,夏红民,唐德智,陈晏,赵德明,郭承录,林铎,孙伟,崔景瑜,唐仁健,张韶春,布小林,鹿心社,吴忠琼,马承祖,肖毅,郭安,梁伟年,蒋超良,曾欣,马旭明,王晓东,陈勇,崔洪刚,傅奎,张剑飞,黄兰香,陈文浩,夏新,张玉卓,陈浙闽,赵素萍,王登喜,李亚,谢伏瞻,黄强,张轩,王赋,张鸣,戴源,王昊,李小敏,王燕文,娄勤俭,马秋林,徐立毅,刘志宏,张复明,王一新,张吉福,崔述强,潘临珠,王宁,于军,隋振江,魏小东,焦兰生,姜建军,邹铭,陈良贤,梁维东,张晓容,何文浩,王拥军,崔玉英,于伟国,毛超峰,王诚,宋国权,刘惠,王正谱,陈求发,孟庆海",Beijing
1984-01-01,北京,39.929985778080244,116.39564503787868,"刘鹤,尤权,刘新成,王晨,王毅,王岐山,武维华,张春贤,李克强,张庆黎,张 军,魏凤和,郑建邦,王勇,肖捷,陈希,郭声琨,苏辉,杨长亚,董保同,罗应光,陈坚,石泰峰,白尚成,许传智,纪峥,姜志刚,彭清华,范晓莉,丁向群,费志荣,李彬,王会勇,常丽虹,夏延军,聂瑞平,邢国辉,徐建培,许勤,张古江,梁田庚,柯尊平,王雁飞,邓勇,任晓春,刘成鸣,刘强,宋朝华,兰开驰,李建勤,黄建发,包惠,景俊海,刘金波,江泽林,王晓萍,李相国,张庆伟,王常松,张效廉,陈海波,巴德玛拉,祖木热提·吾布力,买买提明·卡德,邱树华,孙金龙,罗东川,唐德智,陈晏,赵德明,郭承录,林铎,孙伟,崔景瑜,唐仁健,张韶春,白玉刚,鹿心社,李炳军,吴忠琼,曾文明,马承祖,肖毅,郭安,梁伟年,周霁,李兵,童道驰,蒋超良,曾欣,马旭明,王晓东,孙立成,陈勇,王忠林,崔洪刚,吴桂英,蔡振红,傅奎,许达哲,龙晓华,张剑飞,黄兰香,陈文浩,赵海山,夏新,冀国强,张玉卓,陈浙闽,李毅,王登喜,李亚,谢伏瞻,黄强,张轩,王赋,张鸣,戴源,王昊,史立军,李小敏,王燕文,娄勤俭,马秋林,徐立毅,刘志宏,王一新,张吉福,崔述强,潘临珠,王宁,于军,隋振江,杜飞进,魏小东,王伟中,焦兰生,黄宁生,姜建军,邹铭,叶贞琴,刘毅,江凌,陈良贤,梁维东,张晓容,尼玛卓玛,何文浩,王拥军,边巴扎西,多吉次珠,崔玉英,于伟国,刘远,毛超峰,李国英,宋国权,刘惠,王正谱,陈求发,孟庆海",Beijing
1985-01-01,北京,39.929985778080244,116.39564503787868,"刘鹤,尤权,刘新成,王晨,王毅,王岐山,武维华,张春贤,李克强,刘奇葆,杨传堂,张庆黎,张 军,魏凤和,周 强,郑建邦,王勇,肖捷,陈希,郭声琨,汪永清,苏辉,杨长亚,董保同,罗应光,陈坚,白尚成,许传智,刘可为,纪峥,姜志刚,王小东,彭清华,王可,范晓莉,丁向群,费志荣,李彬,王会勇,常丽虹,夏延军,聂瑞平,徐建培,许勤,张古江,梁田庚,柯尊平,王雁飞,邓勇,任晓春,刘成鸣,刘强,宋朝华,兰开驰,李建勤,黄建发,包惠,景俊海,江泽林,王君正,王晓萍,李悦,李相国,张庆伟,王常松,孙喆,张效廉,陈海波,韩库,巴德玛拉,祖木热提·吾布力,买买提明·卡德,邱树华,赵天杰,孙金龙,罗东川,陈寅,王世杰,陈晏,赵德明,李邑飞,郭承录,林铎,孙伟,崔景瑜,刘昌林,唐仁健,张韶春,白玉刚,鹿心社,李炳军,吴忠琼,陈兴超,曾文明,马承祖,肖毅,郭安,曹广晶,梁伟年,张家胜,周霁,李兵,童道驰,蒋超良,曾欣,杨智,马旭明,王晓东,孙立成,周连华,李希信,张术平,王忠林,崔洪刚,吴桂英,蔡振红,傅奎,许达哲,龙晓华,张剑飞,黄兰香,陈文浩,赵海山,夏新,冀国强,张玉卓,杨兵,陈浙闽,李毅,王登喜,谢伏瞻,黄强,刘南昌,王赋,唐良智,戴源,王昊,史立军,李小敏,王燕文,娄勤俭,马秋林,李亚平,徐立毅,刘志宏,吴汉圣,王一新,张吉福,崔述强,潘临珠,王宁,汪先永,于军,隋振江,杜飞进,魏小东,王伟中,焦兰生,黄宁生,姜建军,郭永航,邹铭,叶贞琴,刘毅,江凌,陈良贤,梁维东,吴德军,尼玛卓玛,何文浩,王拥军,边巴扎西,多吉次珠,于伟国,刘远,李军,蓝佛安,李国英,宋国权,刘惠,严植婵,王正谱,陈求发,孟庆海",Beijing
1986-01-01,北京,39.929985778080244,116.39564503787868,"刘鹤,尤权,刘新成,王晨,王毅,王岐山,武维华,张春贤,李克强,刘奇葆,许其亮,杨传堂,高云龙,张 军,魏凤和,周 强,郑建邦,王勇,肖捷,陈希,郭声琨,汪永清,苏辉,杨长亚,董保同,罗应光,陈坚,彭友东,白尚成,许传智,刘可为,纪峥,何健,姜志刚,马汉成,王小东,彭清华,王可,范晓莉,丁向群,费志荣,李彬,王会勇,常丽虹,郭建英,夏延军,聂瑞平,徐建培,许勤,张古江,柯尊平,邓勇,邵革军,任晓春,刘成鸣,刘强,宋朝华,兰开驰,李建勤,黄建发,包惠,景俊海,江泽林,王君正,王晓萍,李悦,张庆伟,王常松,孙喆,张效廉,康志文,陈海波,韩库,苏春雨,巴德玛拉,祖木热提·吾布力,牙生·司地克,买买提明·卡德,邱树华,赵天杰,赵文泉,罗东川,董云虎,陈寅,许昆林,王世杰,郭承录,林铎,孙伟,崔景瑜,刘昌林,唐仁健,张韶春,霍照良,史万钧,白玉刚,孙菊生,李炳军,吴忠琼,陈兴超,曾文明,马承祖,肖毅,郭安,马国强,曹广晶,梁伟年,张家胜,周霁,李兵,童道驰,蒋超良,曾欣,杨智,王晓东,孙立成,周连华,李希信,张术平,刘曙光,王忠林,崔洪刚,梅建华,吴桂英,蔡振红,傅奎,许达哲,龙晓华,张剑飞,黄兰香,陈文浩,赵海山,夏新,冀国强,张玉卓,杨兵,陈浙闽,李毅,王登喜,石迎军,黄强,刘南昌,王赋,唐良智,曹清尧,梅时雨,戴源,王昊,汪泉,史立军,李小敏,王燕文,娄勤俭,周铁根,马秋林,李亚平,徐立毅,刘志宏,罗清宇,吴汉圣,王一新,张吉福,崔述强,潘临珠,王宁,汪先永,于军,隋振江,杜飞进,魏小东,王伟中,焦兰生,黄宁生,姜建军,郭永航,邹铭,叶贞琴,刘毅,江凌,陈良贤,梁维东,许瑞生,吴德军,尼玛卓玛,何文浩,王拥军,边巴扎西,多吉次珠,于伟国,刘远,李军,蓝佛安,李国英,叶露中,宋国权,信长星,刘惠,严植婵,王正谱,陈求发,孟庆海,张福海",Beijing
1987-01-01,北京,39.929985778080244,116.39564503787868,"刘鹤,尤权,刘新成,王晨,王毅,王岐山,武维华,张春贤,李克强,刘奇葆,许其亮,李鸿忠,高云龙,张 军,魏凤和,周 强,郑建邦,王勇,肖捷,杨洁篪,陈希,郭声琨,汪永清,苏辉,杨长亚,董保同,罗应光,杨宁,陈坚,李文荣,彭友东,白尚成,许传智,刘可为,纪峥,何健,姜志刚,马汉成,王小东,彭清华,王可,范晓莉,丁向群,费志荣,李彬,农生文,彭晓春,王会勇,常丽虹,郭建英,夏延军,聂瑞平,徐建培,许勤,陈刚,张古江,柯尊平,邓勇,邵革军,任晓春,刘成鸣,刘强,宋朝华,兰开驰,李建勤,包惠,罗强,景俊海,侯淅珉,江泽林,陶治国,王君正,王晓萍,李悦,王爱文,张庆伟,甘荣坤,孙喆,张效廉,康志文,陈海波,韩库,苏春雨,巴德玛拉,祖木热提·吾布力,牙生·司地克,买买提明·卡德,邱树华,赵天杰,赵文泉,罗东川,陈寅,许昆林,王世杰,林铎,孙伟,崔景瑜,刘昌林,唐仁健,王锐,张韶春,曾一春,霍照良,史万钧,白玉刚,孙菊生,李炳军,吴忠琼,陈兴超,曾文明,马承祖,肖毅,郭安,马国强,曹广晶,张家胜,周霁,李兵,刘雪荣,童道驰,蒋超良,曾欣,杨智,王晓东,孙立成,王清宪,周连华,陈勇,李希信,宇向东,张术平,刘曙光,王忠林,崔洪刚,梅建华,陈向群,吴桂英,蔡振红,傅奎,许达哲,龙晓华,谢建辉,毛腾飞,黄兰香,陈文浩,赵海山,夏新,冀国强,张国清,张玉卓,李鸿忠,杨兵,陈浙闽,李毅,陈星,王登喜,石迎军,黄强,王赋,曹清尧,梅时雨,赵世庆,戴源,王昊,汪泉,史立军,王燕文,娄勤俭,刘旸,周铁根,马秋林,李亚平,庄兆林,谢正义,吴政隆,蓝绍敏,徐立毅,商黎光,刘志宏,罗清宇,刘新云,吴汉圣,王一新,张吉福,崔述强,潘临珠,王宁,汪先永,于军,隋振江,杜飞进,魏小东,王伟中,焦兰生,黄宁生,姜建军,郭永航,邹铭,叶贞琴,刘毅,江凌,陈良贤,梁维东,许瑞生,姚奕生,石奇珠,田锦尘,吴德军,尼玛卓玛,何文浩,王拥军,边巴扎西,多吉次珠,于伟国,刘远,李军,蓝佛安,肖杰,李国英,叶露中,许继伟,宋国权,信长星,刘惠,严植婵,任泽锋,王正谱,陈求发,孟庆海,张福海",Beijing
1988-01-01,北京,39.929985778080244,116.39564503787868,"刘鹤,尤权,刘新成,王晨,王毅,王岐山,武维华,张春贤,李克强,刘奇葆,高云龙,张 军,周 强,郑建邦,王勇,肖捷,杨洁篪,陈希,郭声琨,汪永清,苏辉,杨长亚,董保同,罗应光,杨宁,陈坚,李文荣,王俊强,彭友东,白尚成,刘可为,纪峥,何健,姜志刚,马汉成,李延强,王小东,王乃学,彭清华,王可,范晓莉,丁向群,费志荣,李彬,农生文,彭晓春,周异决,王会勇,常丽虹,郭建英,夏延军,回建,聂瑞平,梅世彤,许勤,陈刚,张古江,柯尊平,邓勇,邵革军,甘霖,任晓春,刘成鸣,刘强,宋朝华,兰开驰,李建勤,包惠,景俊海,刘金波,侯淅珉,王凯,江泽林,王君正,王晓萍,李悦,王爱文,张庆伟,甘荣坤,邵国强,孙喆,张效廉,康志文,陈海波,韩库,苏春雨,巴德玛拉,祖木热提·吾布力,牙生·司地克,买买提明·卡德,邱树华,赵天杰,赵文泉,罗东川,陈寅,唐海龙,许昆林,魏树旺,夏红民,刘捷,张世珍,林铎,孙伟,崔景瑜,刘昌林,唐仁健,王锐,张韶春,曾一春,霍照良,史万钧,郝茂荣,李炳军,吴忠琼,陈兴超,曾文明,王少玄,马承祖,肖毅,郭安,马国强,曹广晶,张家胜,周霁,万勇,李兵,刘雪荣,童道驰,蒋超良,曾欣,杨智,王晓东,孙立成,王清宪,周连华,陈勇,李希信,张术平,刘曙光,王忠林,崔洪刚,梅建华,陈向群,吴桂英,蔡振红,傅奎,谈文胜,许达哲,龙晓华,谢建辉,毛腾飞,黄兰香,陈文浩,杨懿文,赵海山,夏新,冀国强,张国清,张玉卓,杨兵,喻云林,陈浙闽,李毅,孔昌生,陈星,王登喜,张战伟,石迎军,黄强,王赋,李静,王炯,曹清尧,罗清泉,周旭,梅时雨,赵世庆,戴源,王昊,史立军,王燕文,娄勤俭,刘旸,马秋林,李亚平,庄兆林,谢正义,吴政隆,蓝绍敏,徐立毅,商黎光,刘志宏,贺天才,罗清宇,刘新云,吴汉圣,王一新,张吉福,崔述强,潘临珠,王宁,汪先永,于军,隋振江,杜飞进,魏小东,王伟中,焦兰生,黄宁生,郭永航,欧阳卫民,邹铭,叶贞琴,刘毅,谭君铁,江凌,陈良贤,梁维东,许瑞生,林少春,姚奕生,田锦尘,吴德军,尼玛卓玛,何文浩,王拥军,多吉次珠,于伟国,刘远,张琦,李军,肖杰,李国英,周喜安,叶露中,许继伟,宋国权,信长星,刘惠,严植婵,任泽锋,王正谱,陈求发,孟庆海,张福海",Beijing
